co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime,lat,lon,aqi,id
317.1,0.05,31.87,23.96,3.73,7.78,11.26,0.51,2022-09-20 03:00:00,41.8798,-87.6285,1,15769
310.42,0.04,30.85,25.03,3.55,7.74,10.79,0.43,2022-09-20 04:00:00,41.8798,-87.6285,1,15770
303.75,0.04,30.16,23.96,3.73,7.51,10.06,0.39,2022-09-20 05:00:00,41.8798,-87.6285,1,15771
303.75,0.04,29.82,24.32,4.29,6.94,9.1,0.37,2022-09-20 06:00:00,41.8798,-87.6285,1,15772
327.11,0.08,32.9,21.46,5.07,6.36,8.44,0.44,2022-09-20 07:00:00,41.8798,-87.6285,1,15773
373.84,0.44,40.78,14.66,6.08,6.05,8.77,0.73,2022-09-20 08:00:00,41.8798,-87.6285,2,15774
413.89,0.89,50.04,11.98,8.23,5.8,8.4,0.84,2022-09-20 09:00:00,41.8798,-87.6285,2,15775
447.27,1.65,60.32,9.92,10.37,6.11,8.62,0.89,2022-09-20 10:00:00,41.8798,-87.6285,2,15776
433.92,0.62,62.38,23.6,12.4,7.15,9.54,0.78,2022-09-20 11:00:00,41.8798,-87.6285,2,15777
400.54,2.49,50.04,55.07,13.11,9.58,11.75,0.63,2022-09-20 12:00:00,41.8798,-87.6285,2,15778
407.22,6.76,39.76,57.22,13.11,10.18,12.34,0.74,2022-09-20 13:00:00,41.8798,-87.6285,2,15779
373.84,5.7,23.31,67.95,8.23,10.69,12.51,0.98,2022-09-20 14:00:00,41.8798,-87.6285,2,15780
320.43,1.77,9.34,103.0,4.53,12.49,13.94,1.01,2022-09-20 15:00:00,41.8798,-87.6285,2,15781
320.43,1.44,8.83,108.72,4.17,12.66,14.2,1.01,2022-09-20 16:00:00,41.8798,-87.6285,2,15782
327.11,1.33,9.77,110.15,4.23,13.87,15.46,1.06,2022-09-20 17:00:00,41.8798,-87.6285,2,15783
357.15,1.49,15.08,107.29,4.41,17.05,18.92,1.35,2022-09-20 18:00:00,41.8798,-87.6285,2,15784
390.53,1.29,25.7,90.12,4.53,19.63,22.33,1.76,2022-09-20 19:00:00,41.8798,-87.6285,2,15785
397.21,0.15,32.22,70.81,4.29,19.06,22.62,2.15,2022-09-20 20:00:00,41.8798,-87.6285,2,15786
383.85,0.0,32.56,60.8,3.99,17.28,21.34,2.47,2022-09-20 21:00:00,41.8798,-87.6285,2,15787
350.48,0.0,26.39,65.09,3.93,15.92,19.57,2.53,2022-09-20 22:00:00,41.8798,-87.6285,2,15788
317.1,0.0,19.71,76.53,4.17,15.22,18.12,2.41,2022-09-20 23:00:00,41.8798,-87.6285,2,15789
290.39,0.0,14.91,85.83,4.47,14.11,16.38,2.06,2022-09-21 00:00:00,41.8798,-87.6285,2,15790
273.7,0.0,12.68,84.4,4.71,12.83,14.76,1.8,2022-09-21 01:00:00,41.8798,-87.6285,2,15791
263.69,0.0,11.82,78.68,5.13,11.88,13.66,1.77,2022-09-21 02:00:00,41.8798,-87.6285,2,15792
260.35,0.0,11.65,70.81,5.42,11.17,12.9,1.87,2022-09-21 03:00:00,41.8798,-87.6285,2,15793
257.02,0.0,11.31,64.37,5.3,10.55,12.21,2.15,2022-09-21 04:00:00,41.8798,-87.6285,2,15794
253.68,0.0,11.14,60.8,5.42,9.86,11.47,2.34,2022-09-21 05:00:00,41.8798,-87.6285,1,15795
250.34,0.0,11.31,60.8,5.9,9.17,10.76,2.37,2022-09-21 06:00:00,41.8798,-87.6285,1,15796
250.34,0.0,12.68,59.37,6.38,8.71,10.35,2.37,2022-09-21 07:00:00,41.8798,-87.6285,1,15797
267.03,0.0,17.14,53.64,6.62,8.67,10.66,2.6,2022-09-21 08:00:00,41.8798,-87.6285,1,15798
293.73,0.83,22.96,45.78,6.68,8.63,11.04,2.98,2022-09-21 09:00:00,41.8798,-87.6285,1,15799
317.1,3.97,24.33,45.06,6.85,8.73,11.54,3.39,2022-09-21 10:00:00,41.8798,-87.6285,1,15800
337.12,6.37,25.02,50.07,7.39,9.31,12.43,3.86,2022-09-21 11:00:00,41.8798,-87.6285,1,15801
340.46,5.76,25.02,60.8,7.99,10.82,13.95,4.12,2022-09-21 12:00:00,41.8798,-87.6285,2,15802
347.14,4.53,26.39,72.24,9.18,13.03,16.24,4.18,2022-09-21 13:00:00,41.8798,-87.6285,2,15803
323.77,2.65,22.28,87.26,7.99,14.87,18.07,3.13,2022-09-21 14:00:00,41.8798,-87.6285,2,15804
300.41,1.05,12.68,110.15,5.84,17.66,20.51,1.6,2022-09-21 15:00:00,41.8798,-87.6285,2,15805
313.76,0.8,11.82,118.73,5.42,20.58,23.36,0.98,2022-09-21 16:00:00,41.8798,-87.6285,3,15806
320.43,0.75,12.51,117.3,4.83,21.53,24.22,0.82,2022-09-21 17:00:00,41.8798,-87.6285,3,15807
337.12,0.64,17.14,108.72,5.13,21.86,24.7,0.96,2022-09-21 18:00:00,41.8798,-87.6285,3,15808
360.49,0.33,29.13,91.55,7.39,19.97,23.23,1.65,2022-09-21 19:00:00,41.8798,-87.6285,2,15809
333.79,0.03,33.93,67.95,7.87,10.46,13.2,2.31,2022-09-21 20:00:00,41.8798,-87.6285,2,15810
273.7,0.0,24.68,59.37,5.6,4.79,6.56,2.18,2022-09-21 21:00:00,41.8798,-87.6285,1,15811
247.0,0.0,18.34,58.65,4.41,3.29,4.62,2.12,2022-09-21 22:00:00,41.8798,-87.6285,1,15812
233.65,0.0,14.22,58.65,3.87,2.57,3.65,2.09,2022-09-21 23:00:00,41.8798,-87.6285,1,15813
220.3,0.0,11.14,57.94,3.52,2.01,2.86,1.9,2022-09-22 00:00:00,41.8798,-87.6285,1,15814
211.95,0.0,9.6,54.36,3.49,1.63,2.32,1.74,2022-09-22 01:00:00,41.8798,-87.6285,1,15815
205.28,0.0,8.31,51.5,3.37,1.31,1.87,1.58,2022-09-22 02:00:00,41.8798,-87.6285,1,15816
200.27,0.0,7.45,46.49,3.16,0.97,1.46,1.38,2022-09-22 03:00:00,41.8798,-87.6285,1,15817
196.93,0.0,7.11,40.41,3.07,0.75,1.24,1.2,2022-09-22 04:00:00,41.8798,-87.6285,1,15818
195.26,0.01,7.11,38.27,3.19,0.65,1.16,1.06,2022-09-22 05:00:00,41.8798,-87.6285,1,15819
196.93,0.01,7.37,39.7,3.46,0.64,1.18,0.99,2022-09-22 06:00:00,41.8798,-87.6285,1,15820
196.93,0.0,7.97,41.48,3.81,0.69,1.24,0.94,2022-09-22 07:00:00,41.8798,-87.6285,1,15821
201.94,0.01,9.94,38.98,4.17,0.8,1.45,0.99,2022-09-22 08:00:00,41.8798,-87.6285,1,15822
206.95,0.62,11.14,38.62,4.41,0.84,1.6,1.03,2022-09-22 09:00:00,41.8798,-87.6285,1,15823
210.29,2.37,10.11,41.84,4.83,0.89,1.71,1.04,2022-09-22 10:00:00,41.8798,-87.6285,1,15824
208.62,3.41,8.74,45.42,5.07,0.97,1.81,0.99,2022-09-22 11:00:00,41.8798,-87.6285,1,15825
203.61,3.27,7.54,49.35,5.19,1.07,1.86,0.88,2022-09-22 12:00:00,41.8798,-87.6285,1,15826
200.27,2.68,6.68,55.07,5.3,1.28,2.05,0.77,2022-09-22 13:00:00,41.8798,-87.6285,1,15827
196.93,2.04,6.08,62.94,5.36,1.71,2.47,0.66,2022-09-22 14:00:00,41.8798,-87.6285,1,15828
195.26,1.65,5.74,72.24,5.42,2.2,2.99,0.62,2022-09-22 15:00:00,41.8798,-87.6285,1,15829
186.92,1.17,4.46,79.39,4.35,2.06,2.85,0.51,2022-09-22 16:00:00,41.8798,-87.6285,1,15830
180.24,0.77,3.26,81.54,2.74,1.32,1.99,0.42,2022-09-22 17:00:00,41.8798,-87.6285,2,15831
180.24,0.62,3.43,80.11,2.12,0.88,1.42,0.39,2022-09-22 18:00:00,41.8798,-87.6285,2,15832
183.58,0.4,4.8,76.53,2.24,0.74,1.29,0.41,2022-09-22 19:00:00,41.8798,-87.6285,1,15833
185.25,0.04,6.0,72.24,2.38,0.67,1.3,0.45,2022-09-22 20:00:00,41.8798,-87.6285,1,15834
193.6,0.0,8.23,67.23,2.12,0.77,1.7,0.58,2022-09-22 21:00:00,41.8798,-87.6285,1,15835
201.94,0.0,10.2,64.37,2.15,0.88,2.11,0.71,2022-09-22 22:00:00,41.8798,-87.6285,1,15836
211.95,0.0,12.34,61.51,2.44,1.03,2.55,0.87,2022-09-22 23:00:00,41.8798,-87.6285,1,15837
213.62,0.0,12.68,60.8,2.44,1.02,2.53,0.88,2022-09-23 00:00:00,41.8798,-87.6285,1,15838
200.27,0.0,9.17,63.66,2.0,0.74,1.77,0.62,2022-09-23 01:00:00,41.8798,-87.6285,1,15839
190.26,0.0,6.68,67.95,1.64,0.54,1.27,0.44,2022-09-23 02:00:00,41.8798,-87.6285,1,15840
191.93,0.0,7.03,70.1,1.55,0.55,1.32,0.42,2022-09-23 03:00:00,41.8798,-87.6285,1,15841
196.93,0.0,8.23,70.81,1.58,0.65,1.61,0.45,2022-09-23 04:00:00,41.8798,-87.6285,1,15842
198.6,0.0,8.83,71.53,1.68,0.71,1.78,0.46,2022-09-23 05:00:00,41.8798,-87.6285,1,15843
201.94,0.0,10.02,69.38,1.76,0.78,1.98,0.47,2022-09-23 06:00:00,41.8798,-87.6285,1,15844
211.95,0.0,13.54,61.51,2.06,1.06,2.57,0.56,2022-09-23 07:00:00,41.8798,-87.6285,1,15845
236.99,0.01,21.08,47.92,3.1,1.61,3.77,0.87,2022-09-23 08:00:00,41.8798,-87.6285,1,15846
201.94,0.34,13.02,59.37,4.89,1.03,2.31,0.68,2022-09-23 09:00:00,41.8798,-87.6285,1,15847
208.62,1.59,14.05,62.94,5.54,0.99,2.28,0.77,2022-09-23 10:00:00,41.8798,-87.6285,1,15848
216.96,3.13,15.08,65.8,6.62,1.09,2.43,0.83,2022-09-23 11:00:00,41.8798,-87.6285,1,15849
216.96,3.58,13.71,73.67,6.74,1.1,2.29,0.73,2022-09-23 12:00:00,41.8798,-87.6285,1,15850
213.62,3.38,12.34,82.25,6.74,1.2,2.27,0.64,2022-09-23 13:00:00,41.8798,-87.6285,2,15851
216.96,2.99,11.31,90.84,7.33,1.46,2.54,0.6,2022-09-23 14:00:00,41.8798,-87.6285,2,15852
220.3,1.45,14.22,92.98,8.94,1.76,2.89,0.63,2022-09-23 15:00:00,41.8798,-87.6285,2,15853
230.31,1.34,15.94,94.41,11.44,2.04,3.18,0.63,2022-09-23 16:00:00,41.8798,-87.6285,2,15854
240.33,1.06,18.16,92.98,13.47,2.22,3.34,0.65,2022-09-23 17:00:00,41.8798,-87.6285,2,15855
253.68,0.59,21.93,87.98,13.59,2.18,3.4,0.83,2022-09-23 18:00:00,41.8798,-87.6285,2,15856
267.03,0.21,25.36,79.39,11.09,2.12,3.56,1.23,2022-09-23 19:00:00,41.8798,-87.6285,1,15857
260.35,0.01,22.28,74.39,6.32,2.05,3.66,1.6,2022-09-23 20:00:00,41.8798,-87.6285,1,15858
283.72,0.0,26.39,62.94,4.11,2.7,5.12,2.09,2022-09-23 21:00:00,41.8798,-87.6285,1,15859
320.43,0.0,33.59,50.07,3.99,3.66,7.22,2.63,2022-09-23 22:00:00,41.8798,-87.6285,1,15860
347.14,0.01,37.36,42.56,4.05,4.39,8.76,2.98,2022-09-23 23:00:00,41.8798,-87.6285,1,15861
347.14,0.01,36.67,39.7,3.87,4.49,8.98,2.88,2022-09-24 00:00:00,41.8798,-87.6285,1,15862
307.08,0.0,28.79,46.49,3.61,3.81,7.22,2.34,2022-09-24 01:00:00,41.8798,-87.6285,1,15863
257.02,0.0,17.82,58.65,3.43,3.25,5.35,1.87,2022-09-24 02:00:00,41.8798,-87.6285,1,15864
216.96,0.0,8.91,70.81,3.58,3.59,4.56,1.5,2022-09-24 03:00:00,41.8798,-87.6285,1,15865
213.62,0.0,7.88,66.52,3.87,4.09,4.81,1.38,2022-09-24 04:00:00,41.8798,-87.6285,1,15866
210.29,0.0,7.63,63.66,4.23,4.36,4.95,1.11,2022-09-24 05:00:00,41.8798,-87.6285,1,15867
206.95,0.0,7.54,67.23,4.05,3.63,4.24,0.94,2022-09-24 06:00:00,41.8798,-87.6285,1,15868
206.95,0.0,7.97,72.24,3.61,2.93,3.61,0.86,2022-09-24 07:00:00,41.8798,-87.6285,1,15869
213.62,0.0,10.11,72.24,3.43,3.14,4.04,0.85,2022-09-24 08:00:00,41.8798,-87.6285,1,15870
230.31,0.08,13.54,68.66,3.64,3.81,4.98,0.95,2022-09-24 09:00:00,41.8798,-87.6285,1,15871
236.99,0.75,14.05,69.38,4.53,4.69,6.01,1.04,2022-09-24 10:00:00,41.8798,-87.6285,1,15872
233.65,1.66,12.17,73.67,6.32,5.92,7.32,1.08,2022-09-24 11:00:00,41.8798,-87.6285,1,15873
226.97,1.87,9.42,82.97,7.87,7.66,8.95,0.93,2022-09-24 12:00:00,41.8798,-87.6285,2,15874
226.97,1.54,8.31,91.55,8.34,8.94,10.1,0.82,2022-09-24 13:00:00,41.8798,-87.6285,2,15875
223.64,1.26,7.63,95.84,7.99,9.03,10.13,0.78,2022-09-24 14:00:00,41.8798,-87.6285,2,15876
226.97,1.19,7.71,92.98,6.85,7.99,9.13,0.92,2022-09-24 15:00:00,41.8798,-87.6285,2,15877
230.31,1.16,9.08,86.55,6.08,6.91,8.24,1.19,2022-09-24 16:00:00,41.8798,-87.6285,2,15878
233.65,0.82,10.54,82.25,5.72,6.63,8.06,1.31,2022-09-24 17:00:00,41.8798,-87.6285,2,15879
257.02,0.49,16.28,73.67,5.6,7.0,8.46,1.49,2022-09-24 18:00:00,41.8798,-87.6285,1,15880
303.75,0.19,25.7,59.37,5.48,7.68,9.44,1.76,2022-09-24 19:00:00,41.8798,-87.6285,1,15881
337.12,0.01,31.87,46.49,5.07,8.02,10.14,1.88,2022-09-24 20:00:00,41.8798,-87.6285,1,15882
403.88,0.2,45.24,24.68,4.59,9.03,12.06,2.06,2022-09-24 21:00:00,41.8798,-87.6285,2,15883
460.62,1.76,53.47,7.51,4.41,10.19,14.02,2.06,2022-09-24 22:00:00,41.8798,-87.6285,2,15884
480.65,4.97,53.47,2.08,4.47,10.93,15.37,2.18,2022-09-24 23:00:00,41.8798,-87.6285,2,15885
480.65,6.65,50.72,1.16,4.53,10.82,15.31,2.09,2022-09-25 00:00:00,41.8798,-87.6285,2,15886
423.91,2.99,43.53,3.49,4.35,9.21,12.4,1.36,2022-09-25 01:00:00,41.8798,-87.6285,2,15887
353.81,0.29,32.56,16.45,4.29,7.34,9.44,0.91,2022-09-25 02:00:00,41.8798,-87.6285,1,15888
270.37,0.0,18.68,52.93,5.72,4.92,6.19,0.97,2022-09-25 03:00:00,41.8798,-87.6285,1,15889
253.68,0.0,15.42,57.94,5.25,5.3,6.5,1.01,2022-09-25 04:00:00,41.8798,-87.6285,1,15890
243.66,0.0,12.85,50.07,3.76,5.48,6.5,1.04,2022-09-25 05:00:00,41.8798,-87.6285,1,15891
220.3,0.0,8.57,48.64,2.71,3.51,4.14,1.03,2022-09-25 06:00:00,41.8798,-87.6285,1,15892
210.29,0.0,7.97,44.7,2.77,2.12,2.67,0.97,2022-09-25 07:00:00,41.8798,-87.6285,1,15893
220.3,0.02,10.2,35.76,3.07,2.2,2.83,0.85,2022-09-25 08:00:00,41.8798,-87.6285,1,15894
236.99,0.27,13.19,28.61,3.37,2.58,3.29,0.78,2022-09-25 09:00:00,41.8798,-87.6285,1,15895
247.0,1.77,12.68,29.33,3.58,2.73,3.46,0.78,2022-09-25 10:00:00,41.8798,-87.6285,1,15896
247.0,2.91,9.85,37.55,3.61,2.75,3.42,0.76,2022-09-25 11:00:00,41.8798,-87.6285,1,15897
240.33,2.29,8.05,49.35,3.4,2.62,3.18,0.67,2022-09-25 12:00:00,41.8798,-87.6285,1,15898
233.65,1.49,7.88,52.93,3.28,2.42,2.91,0.63,2022-09-25 13:00:00,41.8798,-87.6285,1,15899
226.97,0.84,8.05,48.64,3.07,1.76,2.2,0.59,2022-09-25 14:00:00,41.8798,-87.6285,1,15900
216.96,0.87,7.63,46.49,2.77,1.26,1.69,0.59,2022-09-25 15:00:00,41.8798,-87.6285,1,15901
211.95,1.36,7.03,52.21,2.89,1.31,1.77,0.63,2022-09-25 16:00:00,41.8798,-87.6285,1,15902
210.29,1.55,7.11,57.94,2.98,1.53,2.01,0.7,2022-09-25 17:00:00,41.8798,-87.6285,1,15903
216.96,1.54,9.34,60.08,3.19,1.73,2.29,0.88,2022-09-25 18:00:00,41.8798,-87.6285,1,15904
226.97,0.84,13.54,57.22,3.4,1.81,2.5,1.12,2022-09-25 19:00:00,41.8798,-87.6285,1,15905
230.31,0.05,15.42,57.94,3.31,1.85,2.68,1.31,2022-09-25 20:00:00,41.8798,-87.6285,1,15906
230.31,0.0,15.59,62.23,3.52,2.02,2.94,1.46,2022-09-25 21:00:00,41.8798,-87.6285,1,15907
223.64,0.0,14.57,64.37,3.58,2.27,3.14,1.44,2022-09-25 22:00:00,41.8798,-87.6285,1,15908
216.96,0.0,12.85,67.23,3.34,2.37,3.14,1.22,2022-09-25 23:00:00,41.8798,-87.6285,1,15909
213.62,0.0,12.17,65.8,3.19,2.3,3.07,1.04,2022-09-26 00:00:00,41.8798,-87.6285,1,15910
213.62,0.0,12.85,62.23,3.4,2.34,3.15,0.93,2022-09-26 01:00:00,41.8798,-87.6285,1,15911
216.96,0.0,13.88,58.65,3.87,2.55,3.41,0.89,2022-09-26 02:00:00,41.8798,-87.6285,1,15912
216.96,0.0,14.22,55.07,4.17,2.85,3.8,0.97,2022-09-26 03:00:00,41.8798,-87.6285,1,15913
210.29,0.0,13.88,51.5,4.29,2.86,3.82,1.22,2022-09-26 04:00:00,41.8798,-87.6285,1,15914
203.61,0.0,13.02,48.64,4.29,2.31,3.23,1.6,2022-09-26 05:00:00,41.8798,-87.6285,1,15915
195.26,0.0,12.0,48.64,4.29,1.52,2.35,1.98,2022-09-26 06:00:00,41.8798,-87.6285,1,15916
195.26,0.0,11.82,47.21,4.29,1.14,1.96,2.09,2022-09-26 07:00:00,41.8798,-87.6285,1,15917
206.95,0.01,14.57,42.92,4.35,1.2,2.22,2.22,2022-09-26 08:00:00,41.8798,-87.6285,1,15918
223.64,0.75,16.79,39.7,4.35,1.26,2.42,2.22,2022-09-26 09:00:00,41.8798,-87.6285,1,15919
226.97,2.74,14.57,41.13,4.41,1.21,2.32,2.03,2022-09-26 10:00:00,41.8798,-87.6285,1,15920
223.64,3.1,10.8,45.42,4.05,1.05,1.96,1.69,2022-09-26 11:00:00,41.8798,-87.6285,1,15921
208.62,1.65,7.88,52.21,3.25,0.76,1.39,1.22,2022-09-26 12:00:00,41.8798,-87.6285,1,15922
208.62,1.68,7.11,57.22,3.34,0.74,1.32,1.08,2022-09-26 13:00:00,41.8798,-87.6285,1,15923
208.62,1.65,6.68,62.23,3.34,0.8,1.36,1.03,2022-09-26 14:00:00,41.8798,-87.6285,1,15924
206.95,1.56,6.43,66.52,3.19,0.83,1.34,0.95,2022-09-26 15:00:00,41.8798,-87.6285,1,15925
205.28,1.62,6.77,67.23,3.31,0.82,1.34,0.95,2022-09-26 16:00:00,41.8798,-87.6285,1,15926
206.95,1.66,7.45,64.37,3.46,0.8,1.33,0.99,2022-09-26 17:00:00,41.8798,-87.6285,1,15927
230.31,2.43,13.71,55.79,4.83,1.13,1.98,1.38,2022-09-26 18:00:00,41.8798,-87.6285,1,15928
270.37,1.96,23.99,43.63,5.9,1.61,2.87,1.82,2022-09-26 19:00:00,41.8798,-87.6285,1,15929
297.07,0.17,30.85,35.41,6.08,1.98,3.57,2.12,2022-09-26 20:00:00,41.8798,-87.6285,1,15930
303.75,0.03,31.19,34.69,5.9,2.2,4.07,2.25,2022-09-26 21:00:00,41.8798,-87.6285,1,15931
307.08,0.03,30.16,34.33,5.84,2.36,4.37,2.25,2022-09-26 22:00:00,41.8798,-87.6285,1,15932
300.41,0.03,28.79,33.62,5.54,2.45,4.55,2.22,2022-09-26 23:00:00,41.8798,-87.6285,1,15933
297.07,0.04,27.76,32.19,5.54,2.44,4.54,2.15,2022-09-27 00:00:00,41.8798,-87.6285,1,15934
280.38,0.03,25.02,31.83,5.66,2.22,4.01,1.99,2022-09-27 01:00:00,41.8798,-87.6285,1,15935
263.69,0.02,21.93,32.19,5.6,1.92,3.39,1.82,2022-09-27 02:00:00,41.8798,-87.6285,1,15936
250.34,0.02,18.85,32.54,5.48,1.66,2.93,1.71,2022-09-27 03:00:00,41.8798,-87.6285,1,15937
240.33,0.02,17.48,31.83,5.48,1.62,2.83,1.71,2022-09-27 04:00:00,41.8798,-87.6285,1,15938
236.99,0.03,17.48,30.4,5.66,1.7,2.92,1.77,2022-09-27 05:00:00,41.8798,-87.6285,1,15939
236.99,0.04,17.82,28.61,5.78,1.77,3.03,1.8,2022-09-27 06:00:00,41.8798,-87.6285,1,15940
240.33,0.08,19.54,25.39,5.96,1.91,3.27,1.88,2022-09-27 07:00:00,41.8798,-87.6285,1,15941
263.69,0.34,25.36,18.78,6.26,2.33,4.14,2.18,2022-09-27 08:00:00,41.8798,-87.6285,1,15942
300.41,3.74,29.47,15.02,6.74,2.78,5.03,2.56,2022-09-27 09:00:00,41.8798,-87.6285,1,15943
317.1,10.84,24.33,21.99,7.39,3.03,5.42,2.85,2022-09-27 10:00:00,41.8798,-87.6285,1,15944
297.07,11.4,19.36,30.76,7.63,2.9,5.03,2.6,2022-09-27 11:00:00,41.8798,-87.6285,1,15945
220.3,4.36,9.51,47.21,4.95,1.43,2.43,1.22,2022-09-27 12:00:00,41.8798,-87.6285,1,15946
205.28,2.74,7.37,55.79,4.29,1.16,1.92,0.91,2022-09-27 13:00:00,41.8798,-87.6285,1,15947
198.6,2.1,6.68,59.37,3.99,1.05,1.72,0.81,2022-09-27 14:00:00,41.8798,-87.6285,1,15948
196.93,1.82,6.51,60.08,3.81,0.98,1.61,0.76,2022-09-27 15:00:00,41.8798,-87.6285,1,15949
196.93,1.77,6.85,59.37,3.93,0.94,1.55,0.74,2022-09-27 16:00:00,41.8798,-87.6285,1,15950
198.6,1.61,7.37,57.94,3.99,0.87,1.45,0.74,2022-09-27 17:00:00,41.8798,-87.6285,1,15951
208.62,1.59,10.8,55.07,4.71,0.93,1.65,0.91,2022-09-27 18:00:00,41.8798,-87.6285,1,15952
223.64,0.79,15.59,50.07,5.13,1.03,1.93,1.12,2022-09-27 19:00:00,41.8798,-87.6285,1,15953
233.65,0.05,17.99,45.78,5.13,1.08,2.15,1.25,2022-09-27 20:00:00,41.8798,-87.6285,1,15954
236.99,0.01,17.82,42.56,4.89,1.08,2.3,1.28,2022-09-27 21:00:00,41.8798,-87.6285,1,15955
247.0,0.02,20.05,36.48,5.36,1.28,2.67,1.44,2022-09-27 22:00:00,41.8798,-87.6285,1,15956
253.68,0.05,22.96,30.04,5.78,1.56,3.18,1.63,2022-09-27 23:00:00,41.8798,-87.6285,1,15957
253.68,0.06,23.31,27.54,5.9,1.64,3.28,1.65,2022-09-28 00:00:00,41.8798,-87.6285,1,15958
236.99,0.03,19.71,30.4,5.84,1.38,2.7,1.39,2022-09-28 01:00:00,41.8798,-87.6285,1,15959
216.96,0.01,15.77,33.97,5.84,1.08,2.14,1.11,2022-09-28 02:00:00,41.8798,-87.6285,1,15960
201.94,0.01,12.0,38.62,5.72,0.81,1.5,0.73,2022-09-28 03:00:00,41.8798,-87.6285,1,15961
196.93,0.0,10.45,41.84,5.42,0.71,1.26,0.57,2022-09-28 04:00:00,41.8798,-87.6285,1,15962
193.6,0.0,9.34,44.7,5.13,0.64,1.15,0.48,2022-09-28 05:00:00,41.8798,-87.6285,1,15963
193.6,0.0,9.25,47.21,4.95,0.64,1.22,0.51,2022-09-28 06:00:00,41.8798,-87.6285,1,15964
196.93,0.0,10.54,47.21,5.3,0.74,1.43,0.59,2022-09-28 07:00:00,41.8798,-87.6285,1,15965
208.62,0.01,13.71,45.42,5.72,0.95,1.87,0.75,2022-09-28 08:00:00,41.8798,-87.6285,1,15966
220.3,0.38,16.28,45.06,5.9,1.09,2.22,0.89,2022-09-28 09:00:00,41.8798,-87.6285,1,15967
220.3,1.9,14.05,50.78,6.02,1.07,2.27,0.93,2022-09-28 10:00:00,41.8798,-87.6285,1,15968
213.62,2.74,10.71,58.65,5.9,0.99,2.16,0.85,2022-09-28 11:00:00,41.8798,-87.6285,1,15969
201.94,2.35,7.54,67.23,5.19,0.87,1.92,0.7,2022-09-28 12:00:00,41.8798,-87.6285,1,15970
196.93,1.87,5.91,74.39,4.53,0.85,1.84,0.59,2022-09-28 13:00:00,41.8798,-87.6285,1,15971
191.93,1.49,4.93,80.11,3.87,0.82,1.71,0.5,2022-09-28 14:00:00,41.8798,-87.6285,2,15972
191.93,1.45,5.06,81.54,3.81,0.82,1.64,0.48,2022-09-28 15:00:00,41.8798,-87.6285,2,15973
190.26,1.24,4.88,80.82,3.49,0.7,1.41,0.41,2022-09-28 16:00:00,41.8798,-87.6285,2,15974
186.92,0.92,4.76,79.39,2.98,0.5,1.1,0.33,2022-09-28 17:00:00,41.8798,-87.6285,1,15975
186.92,0.67,5.31,80.82,2.68,0.5,1.04,0.32,2022-09-28 18:00:00,41.8798,-87.6285,2,15976
190.26,0.33,6.77,82.25,2.65,0.5,1.08,0.36,2022-09-28 19:00:00,41.8798,-87.6285,2,15977
191.93,0.02,7.54,83.68,2.68,0.5,1.19,0.41,2022-09-28 20:00:00,41.8798,-87.6285,2,15978
206.95,0.0,10.71,81.54,1.94,0.73,1.91,0.64,2022-09-28 21:00:00,41.8798,-87.6285,2,15979
213.62,0.0,12.17,80.11,1.58,0.89,2.43,0.78,2022-09-28 22:00:00,41.8798,-87.6285,2,15980
216.96,0.0,13.02,80.11,1.56,1.0,2.73,0.84,2022-09-28 23:00:00,41.8798,-87.6285,2,15981
236.99,0.0,18.16,72.96,1.55,1.32,3.58,1.04,2022-09-29 00:00:00,41.8798,-87.6285,1,15982
233.65,0.0,18.51,70.1,1.61,1.24,3.24,0.89,2022-09-29 01:00:00,41.8798,-87.6285,1,15983
216.96,0.0,15.08,73.67,1.8,1.05,2.72,0.74,2022-09-29 02:00:00,41.8798,-87.6285,1,15984
213.62,0.0,14.57,73.67,2.09,1.1,2.85,0.75,2022-09-29 03:00:00,41.8798,-87.6285,1,15985
220.3,0.0,16.62,67.95,2.29,1.32,3.32,0.75,2022-09-29 04:00:00,41.8798,-87.6285,1,15986
230.31,0.0,19.71,59.37,2.95,1.7,4.02,0.74,2022-09-29 05:00:00,41.8798,-87.6285,1,15987
267.03,0.03,29.82,40.05,3.64,2.8,6.16,0.89,2022-09-29 06:00:00,41.8798,-87.6285,1,15988
347.14,1.69,50.04,11.0,4.17,5.09,10.69,1.33,2022-09-29 07:00:00,41.8798,-87.6285,2,15989
540.73,28.61,59.63,0.08,4.95,9.65,19.57,2.91,2022-09-29 08:00:00,41.8798,-87.6285,2,15990
814.44,75.1,61.01,0.37,5.72,14.95,29.29,4.81,2022-09-29 09:00:00,41.8798,-87.6285,2,15991
974.66,105.5,58.26,1.54,5.84,17.3,33.16,5.13,2022-09-29 10:00:00,41.8798,-87.6285,2,15992
934.6,102.82,52.78,3.04,5.78,16.23,30.46,4.69,2022-09-29 11:00:00,41.8798,-87.6285,2,15993
260.35,5.59,25.02,43.27,11.21,3.42,6.07,1.16,2022-09-29 12:00:00,41.8798,-87.6285,1,15994
216.96,2.85,13.71,58.65,8.34,2.45,4.25,0.89,2022-09-29 13:00:00,41.8798,-87.6285,1,15995
210.29,1.9,9.77,70.1,7.03,2.57,4.17,0.75,2022-09-29 14:00:00,41.8798,-87.6285,1,15996
